Department_Code,Course_Number,Course_Name,Course_Description,Course_Credits,Course_Prerequisits
EDUC,3210,Educational Technology in the Classroom,A review of learning theory and educational uses for computers that provides students with opportunities to explore the classroom application of new and innovative technologies.,0.25,none
EDUC,3218,OE3 Community Service,Complements the environmental science teachable| and provides placements with an ecological service emphasis in the local community to parallel the Ministry of Education's community service requirement.,0.25,none
EDUC,3219,Authentic Group Project,Complements the environmental science teachable as a follow-up to the community service course. Students develop and implement ecological projects involving the community| utilizing the knowledge and skills acquired in Education 4284.,0.25,none
EDUC,3230,Philosophy in Education,A preliminary study of the philosophical background of modern educational problems aimed at encouraging the student to think critically about contemporary theories and issues in education.,0.25,none
EDUC,3231,Interpersonal Communication Skills in the Classroom,This course will attempt to enhance inter-personal communications skills of individuals functioning in the classroom setting. Various communication styles will be explored and practiced. Beliefs| values and goals and their relationship to communication in cross-cultural settings will be studied.,0.25,none
EDUC,3232,Society and Education,This course examines the major social forces that influence the process of education. The adolescent subculture| social class| ethnicity| social change and organization of education will be examined with primary focus on interaction in the classroom.,0.25,none
EDUC,3233,History of Educational Thought and Practice,An historical survey of the values and practices emphasized and illustrated by outstanding educators and teachers including reference to prominent figures in the history of education in Ontario.,0.25,none
EDUC,3235,Contemporary Issues in Native Education,The focus of this course will be on examining the role of the teacher in developing a better understanding of Native peoples in Canada.,0.25,none
EDUC,3236,Curriculum and Instruction in Religious Education in Roman Catholic Separate Schools in Ontario,This course will provide the student with a basis for professional competency in the teaching of religion in the Roman Catholic Separate Schools of Ontario.,0.25,none
EDUC,3237,Teaching in a Multicultural Setting,A preparation for teaching in a multi-cultural setting by helping student teachers to examine teaching and learning in such a setting and to explore ideas for the day-to-day operation of their classes.,0.25,none
EDUC,3238,Outdoor Ecological and Experiential Education,An introductory first-hand examination of knowledge| skills and values necessary to develop and implement an outdoor experiential education program. The focus will be interdisciplinary| including science| geography| history and art perspectives| as well as the more traditional outdoor education focus. ,0.25,none
EDUC,3239,Special Topics,Topics in education appropriate for beginning teachers| to be chosen yearly in order to maintain currency.,0.25,Yes
EDUC,3250,Action Research in Educational Settings,The fundamentals of Action Research principles in school improvement initiatives; includes a practical application component.,0.25,none
EDUC,3251,Process Writing,"Investigates and implements strategies in teaching effective writing skills for a variety of specific purposes in various subjects in the intermediate/senior division. The Ontario College of Teachers' ""Foundations of Professional Practice"" provides the philosophical underpinnings.",0.25,none
